,MSE,RMSE,r2
0,0.43781453305669843,0.6616755496893462,0.7593109106180773
1,0.3971503095482636,0.630198627059964,0.7987366231291757
2,0.4495168792678489,0.6704601996150472,0.7479043428041632
3,0.43896545397904885,0.6625446807416454,0.7707363409058983
4,0.5304180487652899,0.7282980494037382,0.7464226177376179
