,MSE,RMSE,r2
0,0.5172533378845253,0.7192032660413364,0.7382544788281424
1,0.38692922862685203,0.6220363563545559,0.8030977783009539
2,0.43143895663318743,0.6568401301939365,0.7861743692483347
3,0.45182082681466657,0.6721761873308713,0.7662740850452612
4,0.3824162208546594,0.6183981087088312,0.7613687964734337
