,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_degree,param_epsilon,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
289,0.020235729217529298,0.000729269321636453,0.0034184932708740236,5.2771764556514304e-05,1.0,2,0.01,scale,poly,"{'C': 1, 'degree': 2, 'epsilon': 0.01, 'gamma': 'scale', 'kernel': 'poly'}",-1.3255387447895999,-1.2729081010344703,-1.2330084589332193,-1.3957313097922852,-1.3343564857613948,-1.312308620062194,0.05560828391297675,109
290,0.02068772315979004,0.00037363334930050964,0.005553007125854492,7.171621347989206e-05,1.0,2,0.01,scale,rbf,"{'C': 1, 'degree': 2, 'epsilon': 0.01, 'gamma': 'scale', 'kernel': 'rbf'}",-1.3256167661604956,-1.2653225721414234,-1.2372016058160786,-1.393045590276493,-1.3361835207506434,-1.3114740110290268,0.054974258379408066,99
291,0.02903156280517578,0.0003289929463615833,0.0056671142578125,5.526100368097198e-05,1.0,2,0.01,scale,sigmoid,"{'C': 1, 'degree': 2, 'epsilon': 0.01, 'gamma': 'scale', 'kernel': 'sigmoid'}",-2.9751535698031653,-2.619306342701083,-2.5767863646692195,-2.304254332965443,-2.7300045807520603,-2.6411010381781947,0.21797799088872602,1087
292,0.01738705635070801,0.0001538111854658435,0.003079509735107422,7.731375982824862e-05,1.0,2,0.01,auto,linear,"{'C': 1, 'degree': 2, 'epsilon': 0.01, 'gamma': 'auto', 'kernel': 'linear'}",-1.399927683222347,-1.2909764058619195,-1.325167202330527,-1.42999040595032,-1.3628296293769024,-1.3617782653484032,0.04992524975997525,356
293,0.018254423141479494,0.0015985392809848675,0.0033373355865478514,0.000124407481670236,1.0,2,0.01,auto,poly,"{'C': 1, 'degree': 2, 'epsilon': 0.01, 'gamma': 'auto', 'kernel': 'poly'}",-1.4175942484306188,-1.2909599199832968,-1.3365889768132806,-1.4502414623601163,-1.3894055671239822,-1.376958034942259,0.05692458215729064,706
294,0.01935739517211914,0.0001698247622876219,0.005437421798706055,1.299361570016666e-05,1.0,2,0.01,auto,rbf,"{'C': 1, 'degree': 2, 'epsilon': 0.01, 'gamma': 'auto', 'kernel': 'rbf'}",-1.3871076473091875,-1.2840925591277172,-1.3122223291405755,-1.4131629732272633,-1.356161247783578,-1.3505493513176643,0.04727353148121479,243
295,0.023259782791137697,0.00024915983087003146,0.004840993881225586,6.276915984676229e-05,1.0,2,0.01,auto,sigmoid,"{'C': 1, 'degree': 2, 'epsilon': 0.01, 'gamma': 'auto', 'kernel': 'sigmoid'}",-1.4061393143057812,-1.2923111302163266,-1.330738874739975,-1.4229210778064911,-1.3681410394542672,-1.3640502873045683,0.04797946912620093,386
296,0.016333961486816408,0.0014447626459482214,0.002828645706176758,0.0003603416601385041,1.0,2,0.01,0.001,linear,"{'C': 1, 'degree': 2, 'epsilon': 0.01, 'gamma': 0.001, 'kernel': 'linear'}",-1.399927683222347,-1.2909764058619195,-1.325167202330527,-1.42999040595032,-1.3628296293769024,-1.3617782653484032,0.04992524975997525,356
297,0.0173891544342041,0.0001522510207473493,0.0033272743225097657,8.137091630796363e-05,1.0,2,0.01,0.001,poly,"{'C': 1, 'degree': 2, 'epsilon': 0.01, 'gamma': 0.001, 'kernel': 'poly'}",-1.4527146351714897,-1.3106457467438473,-1.3679866715850317,-1.4828715110793358,-1.3989070105034411,-1.4026251150166291,0.061028344828926766,942
298,0.019243764877319335,5.8089530899271274e-05,0.005480575561523438,4.5950231582445974e-05,1.0,2,0.01,0.001,rbf,"{'C': 1, 'degree': 2, 'epsilon': 0.01, 'gamma': 0.001, 'kernel': 'rbf'}",-1.4487339474280594,-1.307966546040458,-1.364409946422827,-1.4791945359206158,-1.3975438043802024,-1.3995697560384326,0.060644353505569085,873
