,MSE,RMSE,r2
0,0.8396511574460316,0.9163248100133662,0.5594071260804383
1,0.7535969777391873,0.8680996358363406,0.6239089374154414
2,0.6649849938973507,0.8154661206312318,0.5925350278917981
3,0.8709120994447369,0.933226713850786,0.47387196937822007
4,0.8832978230270037,0.9398392538232289,0.5682938967633077
