,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0,18.915535545349123,3.1838354911646705,0.007912921905517577,0.0013006163982465986,0.001,1**2 * RBF(length_scale=10) + WhiteKernel(noise_level=1),"{'alpha': 0.001, 'kernel': 1**2 * RBF(length_scale=10) + WhiteKernel(noise_level=1)}",-0.942831966015734,-0.8994163505674643,-0.9353287027735366,-0.8227569286855199,-0.9554103297413176,-0.9111488555567144,0.04795486837873081,68
1,16.88097162246704,2.2322745968344244,0.009805059432983399,0.0030971458685235915,0.001,1**2 * RBF(length_scale=10) + WhiteKernel(noise_level=0.5),"{'alpha': 0.001, 'kernel': 1**2 * RBF(length_scale=10) + WhiteKernel(noise_level=0.5)}",-0.9428318574230887,-0.899416353349794,-0.9353287199843713,-0.8227573740000466,-0.955410053825555,-0.9111488717165711,0.04795464053251781,75
2,20.245255184173583,3.7707242884125347,0.014325952529907227,0.0037283264120138867,0.001,1**2 * RBF(length_scale=10) + WhiteKernel(noise_level=0.25),"{'alpha': 0.001, 'kernel': 1**2 * RBF(length_scale=10) + WhiteKernel(noise_level=0.25)}",-0.9428318843043141,-0.8994165639227224,-0.935328715661981,-0.8227568732120137,-0.9554101883469487,-0.911148845089596,0.047954842790920965,64
3,28.113399600982667,6.638502286351845,0.009286117553710938,0.003641104949137387,0.001,1**2 * RBF(length_scale=10) + WhiteKernel(noise_level=0.1),"{'alpha': 0.001, 'kernel': 1**2 * RBF(length_scale=10) + WhiteKernel(noise_level=0.1)}",-0.9428318810024338,-0.8994163409640279,-0.9353287150757985,-0.8227569356863529,-0.9554104149581326,-0.9111488575373492,0.04795487200574726,69
4,18.03089303970337,2.2316250522053753,0.007605504989624023,0.0014511694013224048,0.001,1**2 * RBF(length_scale=5) + WhiteKernel(noise_level=1),"{'alpha': 0.001, 'kernel': 1**2 * RBF(length_scale=5) + WhiteKernel(noise_level=1)}",-0.9428318429388745,-0.8994163313084477,-0.9353287168681182,-0.822757685541392,-0.9554102666047072,-0.9111489686523079,0.0479545638126468,91
5,23.29037618637085,4.4548289405179045,0.007979249954223633,0.0014337721823869537,0.001,1**2 * RBF(length_scale=5) + WhiteKernel(noise_level=0.5),"{'alpha': 0.001, 'kernel': 1**2 * RBF(length_scale=5) + WhiteKernel(noise_level=0.5)}",-0.9428318472321013,-0.8994163298958316,-0.9353287096109321,-0.8227569408236901,-0.9554102723019642,-0.9111488199729039,0.04795483930622593,48
6,18.10908212661743,1.9586151413950241,0.007755422592163086,0.0010459273187030003,0.001,1**2 * RBF(length_scale=5) + WhiteKernel(noise_level=0.25),"{'alpha': 0.001, 'kernel': 1**2 * RBF(length_scale=5) + WhiteKernel(noise_level=0.25)}",-0.9428319718405854,-0.8994160633461685,-0.9353287532764488,-0.8227568985690507,-0.9554102532672167,-0.9111487880598942,0.04795488528111279,27
7,18.21520094871521,4.094548813810812,0.008242940902709961,0.0014746812970681152,0.001,1**2 * RBF(length_scale=5) + WhiteKernel(noise_level=0.1),"{'alpha': 0.001, 'kernel': 1**2 * RBF(length_scale=5) + WhiteKernel(noise_level=0.1)}",-0.9428318612952542,-0.8994162583267267,-0.9353286787435047,-0.8227569250396677,-0.9554102958058162,-0.9111488038421939,0.04795485171111626,37
8,23.87520041465759,7.530721275302684,0.009233903884887696,0.0030526280332144103,0.001,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1),"{'alpha': 0.001, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=1)}",-0.9428318699671489,-0.8994163833483734,-0.9353287390167784,-0.8227569256588527,-0.9554095983895347,-0.9111487032761376,0.04795472384960456,7
9,21.381031274795532,5.921422126786213,0.009642505645751953,0.001306057851999302,0.001,1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=0.5),"{'alpha': 0.001, 'kernel': 1**2 * RBF(length_scale=1) + WhiteKernel(noise_level=0.5)}",-0.9428318663659131,-0.8994162763218014,-0.9353294057081712,-0.8227569414665236,-0.9554103303499184,-0.9111489640424656,0.047954925132679946,90
