,MSE,RMSE,r2
0,0.5925308849283683,0.7697602775724195,0.6639180462174972
1,0.4680042494546736,0.6841083609010151,0.76401170988652
2,0.6286056216578758,0.7928465309616205,0.6483058364371006
3,0.6367738694539019,0.797981120988399,0.6470857564802601
4,0.5218662970953006,0.7224031402861567,0.7222953153250231
