,MSE,RMSE,r2
0,0.3991498610003877,0.6317830806537855,0.7786831704105178
1,0.44716154562619215,0.6687013874863669,0.7523624977488852
2,0.526421307595066,0.7255489698118701,0.6922008615871349
3,0.42664506776631833,0.6531807313189194,0.7814156265110996
4,0.4664383782603787,0.6829629406200447,0.7368042656612965
