,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,param_subsample,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
504,0.03696756362915039,0.00029773619753677697,0.003363800048828125,9.909307167880644e-05,0.6,0.5,12,100,0.4,"{'colsample_bytree': 0.6, 'learning_rate': 0.5, 'max_depth': 12, 'n_estimators': 100, 'subsample': 0.4}",-0.8408637271980629,-0.8113812332253488,-0.6742181430655707,-0.9080371101162673,-0.749804510635933,-0.7968609448482364,0.07970293367582439,475
505,0.04128365516662598,0.0004977673243537192,0.0032320499420166017,6.32140055002975e-05,0.6,0.5,12,100,0.6,"{'colsample_bytree': 0.6, 'learning_rate': 0.5, 'max_depth': 12, 'n_estimators': 100, 'subsample': 0.6}",-0.7502811468353481,-0.783255470898477,-0.635569777344705,-0.8693129764932754,-0.7142391373196639,-0.750531701778294,0.07708864166734865,221
506,0.043524885177612306,0.0007030575836302119,0.003358602523803711,0.00010922412835659588,0.6,0.5,12,100,0.8,"{'colsample_bytree': 0.6, 'learning_rate': 0.5, 'max_depth': 12, 'n_estimators': 100, 'subsample': 0.8}",-0.782529432098743,-0.7735078195277448,-0.6414748146199896,-0.8757340039821975,-0.7122059579354684,-0.7570904056328286,0.077941718618673,268
507,0.04001250267028809,0.00030560666451490614,0.0032242298126220702,2.384643510750623e-05,0.6,0.5,12,100,1.0,"{'colsample_bytree': 0.6, 'learning_rate': 0.5, 'max_depth': 12, 'n_estimators': 100, 'subsample': 1.0}",-0.773133214182521,-0.7756168695113128,-0.62119284160618,-0.8730926305704244,-0.7223252249227595,-0.7530721561586395,0.08204041908044125,238
508,0.06903419494628907,0.0003938399436866737,0.00405588150024414,3.367010618951086e-05,0.6,0.5,12,200,0.4,"{'colsample_bytree': 0.6, 'learning_rate': 0.5, 'max_depth': 12, 'n_estimators': 200, 'subsample': 0.4}",-0.8459504979206041,-0.8294441161876692,-0.6713685991579272,-0.9302856009029271,-0.8513885078743522,-0.825687464408696,0.08466443045962979,577
509,0.08405284881591797,0.013569562511062016,0.00419926643371582,0.00012428822499861074,0.6,0.5,12,200,0.6,"{'colsample_bytree': 0.6, 'learning_rate': 0.5, 'max_depth': 12, 'n_estimators': 200, 'subsample': 0.6}",-0.7597889990426424,-0.8052279109294483,-0.6360539315762351,-0.8716112927923108,-0.7203771917463583,-0.758611865217399,0.07927881097488428,280
510,0.08160395622253418,0.0006742854660843877,0.004146003723144531,6.0076297051882595e-05,0.6,0.5,12,200,0.8,"{'colsample_bytree': 0.6, 'learning_rate': 0.5, 'max_depth': 12, 'n_estimators': 200, 'subsample': 0.8}",-0.7850795794744811,-0.7978290340539561,-0.6217224180109086,-0.8782895075553134,-0.7190073526695363,-0.760385578352839,0.08585193321565861,291
511,0.060526371002197266,0.003454829641446689,0.0037998676300048826,0.00010492578197250078,0.6,0.5,12,200,1.0,"{'colsample_bytree': 0.6, 'learning_rate': 0.5, 'max_depth': 12, 'n_estimators': 200, 'subsample': 1.0}",-0.7827936883360883,-0.77597750885674,-0.6203327160916489,-0.8715530685386602,-0.7225346956086625,-0.7546383354863601,0.0824448689892929,249
512,0.007280874252319336,0.00011759421138255897,0.002519369125366211,0.0001297865429666285,0.8,0.01,3,25,0.4,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 25, 'subsample': 0.4}",-1.2133375131770492,-1.3636725664620277,-1.2247924462419078,-1.3209197902389258,-1.2970630213997565,-1.2839570675039333,0.05723660286223841,1003
513,0.007251834869384766,0.00016515608623083542,0.0024358272552490235,1.9826106908801883e-05,0.8,0.01,3,25,0.6,"{'colsample_bytree': 0.8, 'learning_rate': 0.01, 'max_depth': 3, 'n_estimators': 25, 'subsample': 0.6}",-1.2119471630698153,-1.3657249798808841,-1.2223782157408274,-1.3154381349011846,-1.291353522546869,-1.281368403227916,0.05775055333684847,1002
