,MSE,RMSE,r2
0,0.578839713416981,0.7608151637664572,0.6686381200169075
1,0.43251081761123816,0.6576555463243948,0.740949516605768
2,0.35671867256461054,0.5972593009444144,0.8112307099142297
3,0.41464559149384533,0.6439298032346735,0.7437059884551083
4,0.5294812548569213,0.727654626080891,0.6948848959871289
