,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
88,0.026960134506225586,0.0016658962672775198,0.0018491744995117188,0.00026221361609311946,10.0,2,10,25,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 25}",-0.6995705556243902,-0.7203656654290861,-0.8681642072393896,-0.741375089876169,-0.8041731660520096,-0.7667297368442089,0.061634086410633795,133
89,0.0554598331451416,0.0033261880220959807,0.0030840396881103515,0.0004300129442670017,10.0,2,10,50,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 50}",-0.7029778890813856,-0.7369299324092281,-0.8533410868066832,-0.7440130709049765,-0.7967449746356341,-0.7668013907675814,0.05267027267730119,135
90,0.10088257789611817,0.0005371942837409991,0.0038462162017822267,4.398532666612736e-05,10.0,2,10,100,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 100}",-0.7059057001813526,-0.7273329590181673,-0.8604782456779392,-0.7488045753865797,-0.808675247173618,-0.7702393454875314,0.05667380864829397,160
91,0.20032830238342286,0.0007224219764698022,0.0065593719482421875,4.7099830167734555e-05,10.0,2,10,200,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 10, 'n_estimators': 200}",-0.7063392129851354,-0.7296558346037867,-0.8558012127869769,-0.74785470486774,-0.806771785297574,-0.7692845501082426,0.05455678610092928,152
92,0.025385379791259766,0.00034804219725073133,0.0017209529876708984,3.164252004441634e-05,10.0,2,20,25,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 20, 'n_estimators': 25}",-0.7483599249840136,-0.7398900440588329,-0.8804663923262342,-0.7864213924692132,-0.8547977360059621,-0.8019870979688513,0.056430793202063706,237
93,0.04984149932861328,0.0007139906280709138,0.0025531768798828123,0.00016904831578227678,10.0,2,20,50,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 20, 'n_estimators': 50}",-0.7351826830197948,-0.7568083567594811,-0.8838263399055256,-0.7931240311173837,-0.8477679733612051,-0.8033418768326781,0.055438029206624814,239
94,0.10482397079467773,0.006243568752190645,0.004683542251586914,0.0007875091827171986,10.0,2,20,100,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 20, 'n_estimators': 100}",-0.7334994970729635,-0.7483420125731194,-0.8829611275260368,-0.7827567624365418,-0.8419371946056062,-0.7978993188428536,0.05658163387774215,230
95,0.1987626552581787,0.009028121526111373,0.006939697265625,0.0012314640135161873,10.0,2,20,200,"{'max_depth': 10, 'min_samples_leaf': 2, 'min_samples_split': 20, 'n_estimators': 200}",-0.7331576467078812,-0.7445625326651844,-0.8781429630581841,-0.7802681577358835,-0.8373512059875193,-0.7946965012309304,0.055301642553418545,221
96,0.02697930335998535,0.0015992742427692645,0.001885223388671875,0.00024688348742289457,10.0,4,2,25,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 25}",-0.7116749910553758,-0.7159503951069245,-0.8761231927924787,-0.7556455689353708,-0.8198986813623641,-0.7758585658505027,0.06341862917112956,171
97,0.05502538681030274,0.003304000606883961,0.0030022621154785155,0.00046362787880439843,10.0,4,2,50,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 50}",-0.7096242404859961,-0.7173861925331652,-0.8749023354246862,-0.7670337084363451,-0.8270309116135074,-0.77919547769874,0.06364979931652816,186
98,0.1088101863861084,0.006212745686977085,0.004784870147705078,0.0008150552786866089,10.0,4,2,100,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 100}",-0.7109226878756544,-0.7219089845173613,-0.8550039319532581,-0.7611359225213141,-0.830882388675819,-0.7759707831086813,0.05768106949644734,172
99,0.2056417942047119,0.00923196207460866,0.007300472259521485,0.0010703257545178063,10.0,4,2,200,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 2, 'n_estimators': 200}",-0.707993544080422,-0.724793931858308,-0.855164825233773,-0.7578589957001637,-0.8198857458334561,-0.7731394085412246,0.05608591413619327,166
100,0.027416181564331055,0.0022918371984804132,0.001783895492553711,7.473460733334764e-05,10.0,4,5,25,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 25}",-0.7124239858228351,-0.7267876739075313,-0.8604882240824604,-0.7695779698531042,-0.8333069420131043,-0.7805169591358071,0.05800919944564444,188
101,0.05177431106567383,0.0007875421111275756,0.002498769760131836,7.430411314007513e-05,10.0,4,5,50,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 50}",-0.7117971698785956,-0.7219844423507575,-0.8614947822690614,-0.7610847166765277,-0.8254839927940719,-0.7763690207938029,0.0583429378703587,173
102,0.1002817153930664,0.0007258547038784843,0.0038323402404785156,8.192278866910472e-05,10.0,4,5,100,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 100}",-0.708064708609769,-0.7293475778113686,-0.8645379828616004,-0.7567932805492148,-0.8231253323973556,-0.7763737764458617,0.058684960940615746,174
103,0.2012622833251953,0.0016985614081563404,0.006599903106689453,5.136401688831307e-05,10.0,4,5,200,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 5, 'n_estimators': 200}",-0.7064828828490474,-0.7205892179978025,-0.8589820560028024,-0.7555195750684653,-0.8269881237338926,-0.773712371130402,0.05963568779779511,168
104,0.028733062744140624,0.0013717784714528034,0.002232217788696289,0.00025184210373920256,10.0,4,10,25,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 25}",-0.7068837850244425,-0.7427249637039018,-0.8715779831766699,-0.7611814999226963,-0.8283351925448854,-0.7821406848745192,0.05964805168785391,190
105,0.0508544921875,0.0005092644602116545,0.0024253368377685548,1.3087942242075845e-05,10.0,4,10,50,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 50}",-0.7113655150376818,-0.7408085640567235,-0.8743762667355262,-0.7667980598899728,-0.8270069240874831,-0.7840710659614774,0.0590840336212677,192
106,0.10007429122924805,0.0011308796651584756,0.0039041996002197265,0.00019881717162903117,10.0,4,10,100,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 100}",-0.7056739457619852,-0.7323525996535305,-0.8620323975437933,-0.7553322527803931,-0.8284734172440317,-0.7767729225967467,0.05904244428294529,176
107,0.19700212478637696,0.0007502210167116759,0.006555938720703125,3.929224985515684e-05,10.0,4,10,200,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 10, 'n_estimators': 200}",-0.7109700430575077,-0.7263496195517409,-0.8604802151065519,-0.76247146631764,-0.8294958760517082,-0.7779534440170297,0.058063263055988655,178
108,0.025285768508911132,0.00023803911529209347,0.0017438411712646484,1.7608402505094238e-05,10.0,4,20,25,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 20, 'n_estimators': 25}",-0.7323875759531666,-0.730479590783403,-0.8740981338168701,-0.8005322388235507,-0.8616938662472974,-0.7998382811248576,0.06115774074310878,234
109,0.0511507511138916,0.003260575526776379,0.002754831314086914,0.00048002407349408995,10.0,4,20,50,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 20, 'n_estimators': 50}",-0.7331178987052948,-0.7359555684895867,-0.8906018784397045,-0.8043483790251088,-0.856229072446371,-0.8040505594212132,0.06305899918027813,240
110,0.1092639446258545,0.001047155476880869,0.005286169052124023,2.0422551941727025e-05,10.0,4,20,100,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 20, 'n_estimators': 100}",-0.7244830154360135,-0.7468779567231068,-0.8844004598393507,-0.7909485666078113,-0.8526648962004993,-0.7998749789613564,0.060833618415487054,235
111,0.19697699546813965,0.00979553715633965,0.006913328170776367,0.0011250920011651832,10.0,4,20,200,"{'max_depth': 10, 'min_samples_leaf': 4, 'min_samples_split': 20, 'n_estimators': 200}",-0.7324474970375363,-0.7423755081013186,-0.8846218838321148,-0.7893125476277332,-0.848952328962743,-0.7995419531122891,0.05925249203316291,233
112,0.024637222290039062,0.0002815488220844209,0.0017038822174072266,2.2845725574665416e-05,10.0,8,2,25,"{'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 25}",-0.754694036992392,-0.771578809920509,-0.9344074204960983,-0.8362257183940662,-0.8844566340247868,-0.8362725239655704,0.06751665682451231,301
113,0.049013948440551756,0.0006163874327315741,0.00246429443359375,7.262575876432808e-05,10.0,8,2,50,"{'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 50}",-0.7573536569948992,-0.7714964323788205,-0.9416901890644934,-0.8283851513148699,-0.8736410586125244,-0.8345132976731214,0.06779403714686065,277
114,0.09564852714538574,0.0008830193785397818,0.0038285255432128906,0.0002309102832301352,10.0,8,2,100,"{'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 100}",-0.7542883497528201,-0.7541806336536867,-0.9440700645573407,-0.8350757315086762,-0.8867149385605116,-0.834865943606607,0.07431927097971427,283
115,0.1885284423828125,0.0014261799688423094,0.006360435485839843,3.70783742041164e-05,10.0,8,2,200,"{'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 2, 'n_estimators': 200}",-0.7549377014858103,-0.7600170263275791,-0.9427767513933006,-0.8335381470222765,-0.8835668377828472,-0.8349672928023628,0.07212366535690974,285
116,0.02582583427429199,0.002321441675412838,0.0017299175262451172,6.566437229742433e-05,10.0,8,5,25,"{'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 5, 'n_estimators': 25}",-0.7540222828665998,-0.7644476605467223,-0.9547588770171084,-0.8389545953594005,-0.9066322247852803,-0.8437631281150223,0.07828162527593617,319
117,0.05083279609680176,0.0032915940043398238,0.0027974605560302734,0.0004636256718966142,10.0,8,5,50,"{'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 5, 'n_estimators': 50}",-0.7580814948747363,-0.7505272336388291,-0.9353630399084244,-0.8357233417378597,-0.8913089971270486,-0.8342008214573797,0.07251603604180656,271
118,0.09976272583007813,0.006283407240839024,0.004361772537231445,0.0008047184550434132,10.0,8,5,100,"{'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 5, 'n_estimators': 100}",-0.7582579935652123,-0.7638342894617656,-0.938142664726923,-0.8291206250255821,-0.8855606367107732,-0.8349832418980512,0.06954602335940986,287
119,0.1892000675201416,0.0011024723887523738,0.006339168548583985,6.031464188161092e-05,10.0,8,5,200,"{'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 5, 'n_estimators': 200}",-0.7508119935311074,-0.7594556236685495,-0.9400922536898254,-0.8314728412618232,-0.885848433059499,-0.8335362290421608,0.07269971922972789,265
120,0.027733230590820314,0.0010759183518502355,0.002217388153076172,0.0002740775865605863,10.0,8,10,25,"{'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 10, 'n_estimators': 25}",-0.7569663195008624,-0.7682279935694607,-0.9457700438575992,-0.8343849708610867,-0.8862311603488854,-0.838316097627579,0.0712569804094626,312
121,0.048081064224243165,0.0005190982243960719,0.002391338348388672,3.6399888482559966e-05,10.0,8,10,50,"{'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 10, 'n_estimators': 50}",-0.758140469352914,-0.761905559746161,-0.9446111681056005,-0.833941881455907,-0.8831820989636081,-0.836356235524838,0.07152374461979003,302
122,0.10284724235534667,0.005815769079662149,0.004740095138549805,0.0006646410188274823,10.0,8,10,100,"{'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 10, 'n_estimators': 100}",-0.7595056995303142,-0.7644653344556461,-0.9415946047470697,-0.8311050279889197,-0.8908790218319544,-0.8375099377107809,0.07091272827828332,308
123,0.19242920875549316,0.00908370469876544,0.007078647613525391,0.0011776272957842774,10.0,8,10,200,"{'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 10, 'n_estimators': 200}",-0.7567433411861609,-0.7648058405601587,-0.938111750744917,-0.82520888357098,-0.8872215993885825,-0.8344182830901599,0.07000661003171862,275
124,0.024491071701049805,0.0002858413857655503,0.0017009735107421874,1.1769863444430592e-05,10.0,8,20,25,"{'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 20, 'n_estimators': 25}",-0.7679419993743174,-0.7544549288723756,-0.9365155361270954,-0.8361775280240313,-0.89039400276457,-0.8370967990324779,0.06976759604523476,307
125,0.04785623550415039,0.0005924538028690124,0.002428770065307617,8.056953656191428e-05,10.0,8,20,50,"{'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 20, 'n_estimators': 50}",-0.7607185999553265,-0.7671677849474831,-0.9352444361625908,-0.8304826430444704,-0.8838204748863656,-0.8354867877992473,0.06718711668656412,293
126,0.10203685760498046,0.005272576459065307,0.004621362686157227,0.0007245294131159294,10.0,8,20,100,"{'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 20, 'n_estimators': 100}",-0.7552519058637827,-0.7645324549703931,-0.9487582103392047,-0.8345849420257276,-0.8881831164801552,-0.8382621259358528,0.07354151570914805,311
127,0.1929574966430664,0.008490973723948959,0.007162809371948242,0.0010057467494617603,10.0,8,20,200,"{'max_depth': 10, 'min_samples_leaf': 8, 'min_samples_split': 20, 'n_estimators': 200}",-0.7542011632732613,-0.760048815862584,-0.9401813645972721,-0.8379566312004468,-0.8850223450433212,-0.8354820639953771,0.07172038234944046,292
128,0.03342938423156738,0.0002971045640299207,0.0019890785217285155,7.777043018530351e-05,20.0,1,2,25,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 25}",-0.6606059705992922,-0.6408364757345039,-0.6897973074075315,-0.7081084056603945,-0.694411274418357,-0.6787518867640158,0.02447805387529241,13
129,0.06564154624938964,0.0011600055642378467,0.002887248992919922,0.0001303206508997109,20.0,1,2,50,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 50}",-0.6400674807394549,-0.6290326881372501,-0.7049463022902915,-0.700300191663025,-0.6937762660482765,-0.6736245857756595,0.032290075026534255,5
130,0.13082613945007324,0.0021173138689215784,0.004682397842407227,0.00018073811616229753,20.0,1,2,100,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 100}",-0.6568882813662965,-0.634095139777801,-0.6935926750646992,-0.6972503203510358,-0.6984503460406956,-0.6760553525201056,0.026024435241400305,9
131,0.28346781730651854,0.01148396094174019,0.01061697006225586,0.0012148188762695165,20.0,1,2,200,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 2, 'n_estimators': 200}",-0.650650212030491,-0.6250936359250456,-0.6948585564828927,-0.6979615724186211,-0.6988383446264443,-0.673480464296699,0.030205546356994965,4
132,0.030729055404663086,0.0003958415354409899,0.0019176483154296875,6.675863264458554e-05,20.0,1,5,25,"{'max_depth': 20, 'min_samples_leaf': 1, 'min_samples_split': 5, 'n_estimators': 25}",-0.6795006049605895,-0.6319289032816996,-0.7000186322632538,-0.7195433732420534,-0.7316720119150244,-0.6925327051325242,0.03510030502947161,20
