Temperature,MgCl2_concentration,pH_f,Incubation_time,DNase_I_concentration,Rectangles,Rods,Spheres,Diffusion_Coefficient
60,10.0,7.4,60,0.0,0.0,0.0,1.0,4.75
60,10.0,7.4,60,0.0,0.0,0.0,1.0,4.74
60,10.0,7.4,60,0.0,0.0,0.0,1.0,4.56
60,10.0,7.4,60,0.0,0.0,0.0,1.0,4.54
60,10.0,7.4,60,0.0,0.0,0.0,1.0,4.42
37,10.0,7.4,60,0.0,0.0,0.0,1.0,5.03
37,10.0,7.4,60,0.0,0.0,0.0,1.0,5.28
37,10.0,7.4,60,0.0,0.0,0.0,1.0,5.76
37,10.0,7.4,60,0.0,0.0,0.0,1.0,7.03
37,10.0,7.4,60,0.0,0.0,0.0,1.0,6.85
37,10.0,7.4,60,0.0,0.0,0.0,1.0,7.12
35,10.0,7.4,60,0.0,0.0,0.0,1.0,5.62
35,10.0,7.4,60,0.0,0.0,0.0,1.0,5.07
35,10.0,7.4,60,0.0,0.0,0.0,1.0,5.12
35,10.0,7.4,60,0.0,0.0,0.0,1.0,5.93
35,10.0,7.4,60,0.0,0.0,0.0,1.0,5.89
35,10.0,7.4,60,0.0,0.0,0.0,1.0,6.47
30,10.0,7.4,60,0.0,0.0,0.0,1.0,6.91
30,10.0,7.4,60,0.0,0.0,0.0,1.0,6.77
30,10.0,7.4,60,0.0,0.0,0.0,1.0,6.65
25,10.0,7.4,60,0.0,0.0,0.0,1.0,4.15
25,10.0,7.4,60,0.0,0.0,0.0,1.0,4.18
25,10.0,7.4,60,0.0,0.0,0.0,1.0,4.2
25,10.0,7.4,60,0.0,0.0,0.0,1.0,5.13
25,10.0,7.4,60,0.0,0.0,0.0,1.0,5.11
25,10.0,7.4,60,0.0,0.0,0.0,1.0,4.77
30,10.0,7.4,60,0.0,0.0,0.0,1.0,5.63
30,10.0,7.4,60,0.0,0.0,0.0,1.0,5.88
30,10.0,7.4,60,0.0,0.0,0.0,1.0,6.23
4,10.0,7.4,30,0.0,0.0,1.0,0.0,2.62
4,10.0,7.4,30,0.0,0.0,1.0,0.0,2.76
4,10.0,7.4,30,0.0,0.0,1.0,0.0,2.82
4,10.0,7.4,30,0.0,0.0,1.0,0.0,2.92
4,10.0,7.4,30,0.0,0.0,1.0,0.0,3.01
4,10.0,7.4,30,0.0,0.0,1.0,0.0,3.07
4,10.0,7.4,30,0.0,0.0,1.0,0.0,3.16
4,10.0,7.4,30,0.0,0.0,1.0,0.0,3.26
4,10.0,7.4,30,0.0,0.0,1.0,0.0,3.11
4,10.0,7.4,1440,0.0,0.0,1.0,0.0,2.94
4,10.0,7.4,1440,0.0,0.0,1.0,0.0,2.8
4,10.0,7.4,1440,0.0,0.0,1.0,0.0,2.99
4,10.0,7.4,1440,0.0,0.0,1.0,0.0,2.98
4,10.0,7.4,1440,0.0,0.0,1.0,0.0,3.14
4,10.0,7.4,1440,0.0,0.0,1.0,0.0,3.29
4,10.0,7.4,1440,0.0,0.0,1.0,0.0,2.82
4,10.0,7.4,1440,0.0,0.0,1.0,0.0,2.89
4,10.0,7.4,1440,0.0,0.0,1.0,0.0,2.84
4,10.0,7.4,60,0.0,1.0,0.0,0.0,5.5
4,10.0,7.4,60,0.0,1.0,0.0,0.0,5.04
4,10.0,7.4,60,0.0,1.0,0.0,0.0,5.51
37,10.0,7.4,60,0.0,1.0,0.0,0.0,3.56
37,10.0,7.4,60,0.0,1.0,0.0,0.0,3.75
37,10.0,7.4,60,0.0,1.0,0.0,0.0,3.46
40,10.0,7.4,60,0.0,1.0,0.0,0.0,3.78
40,10.0,7.4,60,0.0,1.0,0.0,0.0,2.8
40,10.0,7.4,60,0.0,1.0,0.0,0.0,3.24
50,10.0,7.4,60,0.0,1.0,0.0,0.0,3.77
50,10.0,7.4,60,0.0,1.0,0.0,0.0,3.08
50,10.0,7.4,60,0.0,1.0,0.0,0.0,3.43
70,10.0,7.4,60,0.0,1.0,0.0,0.0,1.27
70,10.0,7.4,60,0.0,1.0,0.0,0.0,1.36
70,10.0,7.4,60,0.0,1.0,0.0,0.0,0.94
4,10.0,7.4,4320,0.0,1.0,0.0,0.0,5.05
4,10.0,7.4,4320,0.0,1.0,0.0,0.0,5.35
4,10.0,7.4,4320,0.0,1.0,0.0,0.0,5.94
4,10.0,7.34,60,0.0,0.0,1.0,0.0,3.13
4,10.0,7.34,60,0.0,0.0,1.0,0.0,3.42
4,10.0,7.34,60,0.0,0.0,1.0,0.0,3.41
37,10.0,7.37,60,0.0,0.0,1.0,0.0,1.07
37,10.0,7.37,60,0.0,0.0,1.0,0.0,2.5
37,10.0,7.37,60,0.0,0.0,1.0,0.0,2.47
37,10.0,12.16,60,0.0,0.0,1.0,0.0,0.334
37,10.0,12.16,60,0.0,0.0,1.0,0.0,0.374
37,10.0,12.16,60,0.0,0.0,1.0,0.0,0.392
37,10.0,12.55,60,0.0,0.0,1.0,0.0,0.338
37,10.0,12.55,60,0.0,0.0,1.0,0.0,0.241
37,10.0,12.55,60,0.0,0.0,1.0,0.0,0.267
37,10.0,12.03,60,0.0,0.0,1.0,0.0,0.323
37,10.0,12.03,60,0.0,0.0,1.0,0.0,0.415
37,10.0,12.03,60,0.0,0.0,1.0,0.0,0.33
37,10.0,12.13,60,0.0,0.0,1.0,0.0,0.157
37,10.0,12.13,60,0.0,0.0,1.0,0.0,0.17
37,10.0,11.35,60,0.0,0.0,1.0,0.0,0.337
37,10.0,11.35,60,0.0,0.0,1.0,0.0,0.194
37,10.0,11.35,60,0.0,0.0,1.0,0.0,0.216
37,10.0,8.08,60,0.0,0.0,1.0,0.0,2.37
37,10.0,8.08,60,0.0,0.0,1.0,0.0,2.26
37,10.0,8.08,60,0.0,0.0,1.0,0.0,2.29
37,10.0,7.42,60,0.0,0.0,1.0,0.0,3.14
37,10.0,7.42,60,0.0,0.0,1.0,0.0,3.14
37,10.0,7.42,60,0.0,0.0,1.0,0.0,3.12
37,10.0,7.14,60,0.0,0.0,1.0,0.0,2.42
37,10.0,7.14,60,0.0,0.0,1.0,0.0,2.5
37,10.0,7.14,60,0.0,0.0,1.0,0.0,2.59
37,10.0,6.93,60,0.0,0.0,1.0,0.0,2.9
37,10.0,6.93,60,0.0,0.0,1.0,0.0,2.7
37,10.0,6.93,60,0.0,0.0,1.0,0.0,2.55
37,10.0,6.57,60,0.0,0.0,1.0,0.0,2.34
37,10.0,6.57,60,0.0,0.0,1.0,0.0,2.28
37,10.0,6.57,60,0.0,0.0,1.0,0.0,2.5
37,10.0,6.66,60,0.0,0.0,1.0,0.0,2.62
37,10.0,6.66,60,0.0,0.0,1.0,0.0,2.29
37,10.0,6.66,60,0.0,0.0,1.0,0.0,2.62
37,10.0,6.37,60,0.0,0.0,1.0,0.0,2.77
37,10.0,6.37,60,0.0,0.0,1.0,0.0,2.94
37,10.0,6.37,60,0.0,0.0,1.0,0.0,2.98
37,10.0,6.05,60,0.0,0.0,1.0,0.0,2.85
37,10.0,6.05,60,0.0,0.0,1.0,0.0,3.04
37,10.0,6.05,60,0.0,0.0,1.0,0.0,3.51
37,10.0,3.34,60,0.0,0.0,1.0,0.0,4.0
37,10.0,3.34,60,0.0,0.0,1.0,0.0,3.89
37,10.0,3.34,60,0.0,0.0,1.0,0.0,3.88
37,10.0,5.34,60,0.0,0.0,1.0,0.0,3.07
37,10.0,5.34,60,0.0,0.0,1.0,0.0,2.95
37,10.0,5.34,60,0.0,0.0,1.0,0.0,3.01
37,10.0,2.83,60,0.0,0.0,1.0,0.0,2.74
37,10.0,2.83,60,0.0,0.0,1.0,0.0,2.83
37,10.0,2.83,60,0.0,0.0,1.0,0.0,2.74
37,10.0,3.07,60,0.0,0.0,1.0,0.0,4.73
37,10.0,3.07,60,0.0,0.0,1.0,0.0,3.4
37,10.0,3.07,60,0.0,0.0,1.0,0.0,2.92
37,10.0,2.9,60,0.0,0.0,1.0,0.0,3.98
37,10.0,2.9,60,0.0,0.0,1.0,0.0,4.05
37,10.0,2.9,60,0.0,0.0,1.0,0.0,4.03
37,10.0,2.79,60,0.0,0.0,1.0,0.0,2.71
37,10.0,2.79,60,0.0,0.0,1.0,0.0,2.73
37,10.0,2.79,60,0.0,0.0,1.0,0.0,2.74
37,10.0,8.96,60,0.0,0.0,0.0,1.0,0.159
37,10.0,8.96,60,0.0,0.0,0.0,1.0,0.528
37,10.0,8.96,60,0.0,0.0,0.0,1.0,0.477
37,10.0,2.23,60,0.0,0.0,0.0,1.0,3.29
37,10.0,2.23,60,0.0,0.0,0.0,1.0,3.13
37,10.0,2.23,60,0.0,0.0,0.0,1.0,3.3
4,10.0,7.18,60,0.0,0.0,0.0,1.0,1.62
4,10.0,7.18,60,0.0,0.0,0.0,1.0,2.28
4,10.0,7.18,60,0.0,0.0,0.0,1.0,2.15
4,10.0,7.17,60,0.0,0.0,0.0,1.0,1.08
4,10.0,7.17,60,0.0,0.0,0.0,1.0,2.25
4,10.0,7.17,60,0.0,0.0,0.0,1.0,1.94
4,10.0,7.2,60,0.0,1.0,0.0,0.0,1.72
4,10.0,7.2,60,0.0,1.0,0.0,0.0,2.07
4,10.0,7.2,60,0.0,1.0,0.0,0.0,2.3
4,10.0,7.13,60,0.0,1.0,0.0,0.0,2.72
4,10.0,7.13,60,0.0,1.0,0.0,0.0,2.95
4,10.0,7.13,60,0.0,1.0,0.0,0.0,2.41
4,10.0,7.24,60,0.0,0.0,0.0,1.0,3.69
4,10.0,7.24,60,0.0,0.0,0.0,1.0,4.0
4,10.0,7.24,60,0.0,0.0,0.0,1.0,4.03
4,10.0,7.36,60,0.0,0.0,0.0,1.0,4.48
4,10.0,7.36,60,0.0,0.0,0.0,1.0,4.27
4,10.0,7.36,60,0.0,0.0,0.0,1.0,4.31
4,10.0,7.34,60,0.0,0.0,1.0,0.0,1.71
4,10.0,7.34,60,0.0,0.0,1.0,0.0,1.88
4,10.0,7.34,60,0.0,0.0,1.0,0.0,1.96
25,10.0,7.37,60,0.0,0.0,1.0,0.0,3.26
25,10.0,7.37,60,0.0,0.0,1.0,0.0,2.79
25,10.0,7.37,60,0.0,0.0,1.0,0.0,2.82
37,10.0,7.28,60,0.0,0.0,0.0,1.0,2.89
37,10.0,7.28,60,0.0,0.0,0.0,1.0,3.05
37,10.0,7.28,60,0.0,0.0,0.0,1.0,3.05
37,10.0,2.99,60,0.0,0.0,0.0,1.0,3.18
37,10.0,2.99,60,0.0,0.0,0.0,1.0,2.72
37,10.0,7.36,60,0.0,0.0,0.0,1.0,3.88
37,10.0,7.36,60,0.0,0.0,0.0,1.0,3.05
37,10.0,7.36,60,0.0,0.0,0.0,1.0,3.37
37,10.0,3.17,60,0.0,0.0,0.0,1.0,2.83
37,10.0,3.17,60,0.0,0.0,0.0,1.0,2.53
37,10.0,3.17,60,0.0,0.0,0.0,1.0,3.02
37,10.0,7.38,60,0.0,0.0,1.0,0.0,3.6
37,10.0,7.38,60,0.0,0.0,1.0,0.0,3.34
37,10.0,7.38,60,0.0,0.0,1.0,0.0,3.69
37,10.0,8.91,60,0.0,0.0,1.0,0.0,3.21
37,10.0,8.91,60,0.0,0.0,1.0,0.0,2.96
37,10.0,8.91,60,0.0,0.0,1.0,0.0,2.94
37,10.0,3.25,60,0.0,0.0,1.0,0.0,3.66
37,10.0,3.25,60,0.0,0.0,1.0,0.0,4.93
37,10.0,3.25,60,0.0,0.0,1.0,0.0,4.38
37,10.0,6.11,60,0.0,0.0,1.0,0.0,2.72
37,10.0,6.11,60,0.0,0.0,1.0,0.0,3.47
37,10.0,6.11,60,0.0,0.0,1.0,0.0,2.84
37,10.0,10.3,60,0.0,0.0,1.0,0.0,3.9
37,10.0,10.3,60,0.0,0.0,1.0,0.0,3.06
60,10.0,7.35,60,0.0,0.0,0.0,1.0,4.36
60,10.0,7.35,60,0.0,0.0,0.0,1.0,4.58
60,10.0,7.35,60,0.0,0.0,0.0,1.0,5.46
60,10.0,7.36,60,0.0,0.0,0.0,1.0,2.78
60,10.0,7.36,60,0.0,0.0,0.0,1.0,2.72
40,10.0,7.36,60,0.0,0.0,1.0,0.0,3.3
40,10.0,7.36,60,0.0,0.0,1.0,0.0,3.3
40,10.0,7.36,60,0.0,0.0,1.0,0.0,2.61
60,10.0,7.26,60,0.0,0.0,1.0,0.0,3.32
60,10.0,7.26,60,0.0,0.0,1.0,0.0,3.5
37,10.0,10.69,60,0.0,0.0,1.0,0.0,0.37
37,10.0,10.69,60,0.0,0.0,1.0,0.0,0.363
37,10.0,10.69,60,0.0,0.0,1.0,0.0,0.374
37,10.0,7.32,60,0.0,0.0,0.0,1.0,2.98
37,10.0,7.32,60,0.0,0.0,0.0,1.0,2.94
37,10.0,7.32,60,0.0,0.0,0.0,1.0,2.94
37,10.0,6.22,60,0.0,0.0,0.0,1.0,2.91
37,10.0,6.22,60,0.0,0.0,0.0,1.0,2.88
37,10.0,6.22,60,0.0,0.0,0.0,1.0,3.4
37,10.0,4.36,60,0.0,0.0,0.0,1.0,2.68
37,10.0,4.36,60,0.0,0.0,0.0,1.0,3.02
37,10.0,4.36,60,0.0,0.0,0.0,1.0,2.93
37,10.0,2.47,60,0.0,0.0,0.0,1.0,2.45
37,10.0,2.47,60,0.0,0.0,0.0,1.0,2.55
37,10.0,2.47,60,0.0,0.0,0.0,1.0,2.33
37,10.0,9.17,60,0.0,0.0,0.0,1.0,0.207
37,10.0,9.17,60,0.0,0.0,0.0,1.0,0.248
37,10.0,9.17,60,0.0,0.0,0.0,1.0,0.185
37,10.0,7.32,60,0.0,0.0,0.0,1.0,4.04
37,10.0,7.32,60,0.0,0.0,0.0,1.0,3.84
37,10.0,7.32,60,0.0,0.0,0.0,1.0,3.52
37,10.0,6.19,60,0.0,0.0,0.0,1.0,3.27
37,10.0,6.19,60,0.0,0.0,0.0,1.0,2.9
37,10.0,6.19,60,0.0,0.0,0.0,1.0,2.8
37,10.0,4.22,60,0.0,0.0,0.0,1.0,1.77
37,10.0,4.22,60,0.0,0.0,0.0,1.0,2.04
37,10.0,4.22,60,0.0,0.0,0.0,1.0,2.31
37,10.0,2.42,60,0.0,0.0,0.0,1.0,2.4
37,10.0,2.42,60,0.0,0.0,0.0,1.0,1.74
37,10.0,2.42,60,0.0,0.0,0.0,1.0,2.56
37,10.0,9.13,60,0.0,0.0,0.0,1.0,0.205
37,10.0,9.13,60,0.0,0.0,0.0,1.0,0.272
37,10.0,9.13,60,0.0,0.0,0.0,1.0,0.269
37,10.0,7.16,60,0.0,0.0,0.0,1.0,3.04
37,10.0,7.16,60,0.0,0.0,0.0,1.0,3.25
37,10.0,7.16,60,0.0,0.0,0.0,1.0,3.09
37,10.0,6.26,60,0.0,0.0,0.0,1.0,3.18
37,10.0,6.26,60,0.0,0.0,0.0,1.0,3.15
37,10.0,6.26,60,0.0,0.0,0.0,1.0,3.55
37,10.0,4.03,60,0.0,0.0,0.0,1.0,2.94
37,10.0,4.03,60,0.0,0.0,0.0,1.0,2.69
37,10.0,4.03,60,0.0,0.0,0.0,1.0,2.55
37,10.0,2.27,60,0.0,0.0,0.0,1.0,2.45
37,10.0,2.27,60,0.0,0.0,0.0,1.0,2.17
37,10.0,2.27,60,0.0,0.0,0.0,1.0,2.6
37,10.0,8.8,60,0.0,0.0,0.0,1.0,0.168
37,10.0,8.8,60,0.0,0.0,0.0,1.0,0.111
37,10.0,8.8,60,0.0,0.0,0.0,1.0,0.252
37,10.0,7.19,60,0.0,0.0,0.0,1.0,2.8
37,10.0,7.19,60,0.0,0.0,0.0,1.0,3.06
37,10.0,7.19,60,0.0,0.0,0.0,1.0,3.02
37,10.0,6.27,60,0.0,0.0,0.0,1.0,3.42
37,10.0,6.27,60,0.0,0.0,0.0,1.0,3.81
37,10.0,6.27,60,0.0,0.0,0.0,1.0,3.4
37,10.0,4.6,60,0.0,0.0,0.0,1.0,4.45
37,10.0,4.6,60,0.0,0.0,0.0,1.0,4.58
37,10.0,4.6,60,0.0,0.0,0.0,1.0,4.61
37,10.0,2.86,60,0.0,0.0,0.0,1.0,3.39
37,10.0,2.86,60,0.0,0.0,0.0,1.0,3.59
37,10.0,2.86,60,0.0,0.0,0.0,1.0,3.99
37,10.0,8.79,60,0.0,0.0,0.0,1.0,0.177
37,10.0,8.79,60,0.0,0.0,0.0,1.0,0.187
37,10.0,7.09,60,0.0,0.0,0.0,1.0,5.29
37,10.0,7.09,60,0.0,0.0,0.0,1.0,5.02
37,10.0,7.09,60,0.0,0.0,0.0,1.0,6.01
37,10.0,6.31,60,0.0,0.0,0.0,1.0,3.33
37,10.0,6.31,60,0.0,0.0,0.0,1.0,3.49
37,10.0,6.31,60,0.0,0.0,0.0,1.0,3.42
4,10.0,7.2,90,0.0,0.0,0.0,1.0,2.27
4,10.0,7.2,90,0.0,0.0,0.0,1.0,2.02
4,10.0,7.2,90,0.0,0.0,0.0,1.0,2.44
70,10.0,7.26,90,0.0,0.0,0.0,1.0,1.73
70,10.0,7.26,90,0.0,0.0,0.0,1.0,1.57
70,10.0,7.26,90,0.0,0.0,0.0,1.0,2.03
70,10.0,7.3,90,0.0,0.0,0.0,1.0,2.15
70,10.0,7.3,90,0.0,0.0,0.0,1.0,3.23
70,10.0,7.3,90,0.0,0.0,0.0,1.0,1.99
70,10.0,7.29,90,0.0,0.0,0.0,1.0,1.6
70,10.0,7.29,90,0.0,0.0,0.0,1.0,1.7
70,10.0,7.29,90,0.0,0.0,0.0,1.0,2.05
50,10.0,7.29,105,0.0,0.0,0.0,1.0,1.68
50,10.0,7.29,105,0.0,0.0,0.0,1.0,2.12
50,10.0,7.29,105,0.0,0.0,0.0,1.0,1.97
50,10.0,7.31,105,0.0,0.0,0.0,1.0,1.74
50,10.0,7.31,105,0.0,0.0,0.0,1.0,1.76
50,10.0,7.31,105,0.0,0.0,0.0,1.0,1.76
50,10.0,7.29,105,0.0,0.0,0.0,1.0,3.36
50,10.0,7.29,105,0.0,0.0,0.0,1.0,3.05
50,10.0,7.29,105,0.0,0.0,0.0,1.0,2.45
37,10.0,7.23,120,0.0,0.0,0.0,1.0,1.89
37,10.0,7.23,120,0.0,0.0,0.0,1.0,2.29
37,10.0,7.23,120,0.0,0.0,0.0,1.0,2.96
37,10.0,7.18,120,0.0,0.0,0.0,1.0,2.5
37,10.0,7.18,120,0.0,0.0,0.0,1.0,2.41
37,10.0,7.18,120,0.0,0.0,0.0,1.0,1.84
37,10.0,7.32,120,0.0,0.0,0.0,1.0,3.14
37,10.0,7.32,120,0.0,0.0,0.0,1.0,1.96
37,10.0,7.32,120,0.0,0.0,0.0,1.0,2.62
70,10.0,7.26,120,0.0,0.0,0.0,1.0,1.17
70,10.0,7.26,120,0.0,0.0,0.0,1.0,1.22
70,10.0,7.26,120,0.0,0.0,0.0,1.0,0.946
70,10.0,7.3,120,0.0,0.0,0.0,1.0,1.25
70,10.0,7.3,120,0.0,0.0,0.0,1.0,1.45
70,10.0,7.3,120,0.0,0.0,0.0,1.0,1.17
70,10.0,7.29,120,0.0,0.0,0.0,1.0,0.586
70,10.0,7.29,120,0.0,0.0,0.0,1.0,0.636
70,10.0,7.29,120,0.0,0.0,0.0,1.0,0.813
50,10.0,7.29,150,0.0,0.0,0.0,1.0,1.95
50,10.0,7.29,150,0.0,0.0,0.0,1.0,1.99
50,10.0,7.29,150,0.0,0.0,0.0,1.0,2.29
50,10.0,7.31,150,0.0,0.0,0.0,1.0,1.45
50,10.0,7.31,150,0.0,0.0,0.0,1.0,1.32
50,10.0,7.31,150,0.0,0.0,0.0,1.0,1.58
50,10.0,7.29,150,0.0,0.0,0.0,1.0,2.02
50,10.0,7.29,150,0.0,0.0,0.0,1.0,1.7
50,10.0,7.29,150,0.0,0.0,0.0,1.0,1.65
37,10.0,7.23,150,0.0,0.0,0.0,1.0,2.43
37,10.0,7.23,150,0.0,0.0,0.0,1.0,2.12
37,10.0,7.23,150,0.0,0.0,0.0,1.0,2.23
37,10.0,7.18,150,0.0,0.0,0.0,1.0,1.96
37,10.0,7.18,150,0.0,0.0,0.0,1.0,1.29
37,10.0,7.18,150,0.0,0.0,0.0,1.0,1.47
37,10.0,7.32,150,0.0,0.0,0.0,1.0,1.46
37,10.0,7.32,150,0.0,0.0,0.0,1.0,1.31
37,10.0,7.32,150,0.0,0.0,0.0,1.0,1.64
70,10.0,7.26,150,0.0,0.0,0.0,1.0,0.256
70,10.0,7.26,150,0.0,0.0,0.0,1.0,0.221
70,10.0,7.26,150,0.0,0.0,0.0,1.0,0.197
70,10.0,7.3,150,0.0,0.0,0.0,1.0,0.422
70,10.0,7.3,150,0.0,0.0,0.0,1.0,1.11
70,10.0,7.3,150,0.0,0.0,0.0,1.0,1.14
70,10.0,7.29,150,0.0,0.0,0.0,1.0,0.142
70,10.0,7.29,150,0.0,0.0,0.0,1.0,0.217
70,10.0,7.29,150,0.0,0.0,0.0,1.0,0.136
50,10.0,7.29,180,0.0,0.0,0.0,1.0,1.81
50,10.0,7.29,180,0.0,0.0,0.0,1.0,1.63
50,10.0,7.29,180,0.0,0.0,0.0,1.0,1.29
50,10.0,7.31,180,0.0,0.0,0.0,1.0,1.4
50,10.0,7.31,180,0.0,0.0,0.0,1.0,1.28
50,10.0,7.31,180,0.0,0.0,0.0,1.0,1.16
50,10.0,7.29,180,0.0,0.0,0.0,1.0,2.31
50,10.0,7.29,180,0.0,0.0,0.0,1.0,2.76
50,10.0,7.29,180,0.0,0.0,0.0,1.0,2.41
37,10.0,7.23,180,0.0,0.0,0.0,1.0,2.33
37,10.0,7.23,180,0.0,0.0,0.0,1.0,2.44
37,10.0,7.23,180,0.0,0.0,0.0,1.0,1.84
37,10.0,7.18,180,0.0,0.0,0.0,1.0,1.64
37,10.0,7.18,180,0.0,0.0,0.0,1.0,1.61
37,10.0,7.18,180,0.0,0.0,0.0,1.0,1.67
37,10.0,7.32,180,0.0,0.0,0.0,1.0,1.55
37,10.0,7.32,180,0.0,0.0,0.0,1.0,1.35
37,10.0,7.32,180,0.0,0.0,0.0,1.0,1.66
37,10.0,7.26,60,0.0,0.0,0.0,1.0,2.47
37,10.0,7.26,60,0.0,0.0,0.0,1.0,3.23
37,10.0,7.26,60,0.0,0.0,0.0,1.0,2.61
37,0.2,0.46,60,0.0,0.0,0.0,1.0,3.41
37,0.2,0.46,60,0.0,0.0,0.0,1.0,3.51
37,0.2,0.46,60,0.0,0.0,0.0,1.0,3.28
37,0.2,7.48,60,0.0,0.0,0.0,1.0,3.85
37,0.2,7.48,60,0.0,0.0,0.0,1.0,4.13
37,0.2,7.48,60,0.0,0.0,0.0,1.0,3.72
37,0.2,7.37,60,0.0,0.0,0.0,1.0,3.13
37,0.2,7.37,60,0.0,0.0,0.0,1.0,3.29
37,0.2,7.37,60,0.0,0.0,0.0,1.0,3.39
37,0.5,7.42,60,0.0,0.0,0.0,1.0,3.48
37,0.5,7.42,60,0.0,0.0,0.0,1.0,3.59
37,0.5,7.42,60,0.0,0.0,0.0,1.0,3.68
37,0.5,7.46,60,0.0,0.0,0.0,1.0,3.28
37,0.5,7.46,60,0.0,0.0,0.0,1.0,3.18
37,0.5,7.46,60,0.0,0.0,0.0,1.0,3.46
37,0.5,7.34,60,0.0,0.0,0.0,1.0,2.93
37,0.5,7.34,60,0.0,0.0,0.0,1.0,3.42
37,0.5,7.34,60,0.0,0.0,0.0,1.0,3.36
37,0.8,7.33,60,0.0,0.0,0.0,1.0,4.55
37,0.8,7.33,60,0.0,0.0,0.0,1.0,4.31
37,0.8,7.33,60,0.0,0.0,0.0,1.0,4.15
37,0.8,7.32,60,0.0,0.0,0.0,1.0,3.24
37,0.8,7.32,60,0.0,0.0,0.0,1.0,3.48
37,0.8,7.32,60,0.0,0.0,0.0,1.0,3.36
37,0.8,7.35,60,0.0,0.0,0.0,1.0,3.15
37,0.8,7.35,60,0.0,0.0,0.0,1.0,3.24
37,0.8,7.35,60,0.0,0.0,0.0,1.0,3.07
37,1.0,7.33,60,0.0,0.0,0.0,1.0,4.16
37,1.0,7.33,60,0.0,0.0,0.0,1.0,5.39
37,1.0,7.33,60,0.0,0.0,0.0,1.0,4.66
37,1.0,7.37,60,0.0,0.0,0.0,1.0,3.26
37,1.0,7.37,60,0.0,0.0,0.0,1.0,3.29
37,1.0,7.37,60,0.0,0.0,0.0,1.0,3.27
37,1.0,7.35,60,0.0,0.0,0.0,1.0,3.23
37,1.0,7.35,60,0.0,0.0,0.0,1.0,3.48
37,1.0,7.35,60,0.0,0.0,0.0,1.0,3.3
37,1.2,7.36,60,0.0,0.0,0.0,1.0,3.46
37,1.2,7.36,60,0.0,0.0,0.0,1.0,3.46
37,1.2,7.36,60,0.0,0.0,0.0,1.0,3.22
37,1.2,7.3,60,0.0,0.0,0.0,1.0,3.45
37,1.2,7.3,60,0.0,0.0,0.0,1.0,3.17
37,1.2,7.3,60,0.0,0.0,0.0,1.0,3.3
37,1.2,7.39,60,0.0,0.0,0.0,1.0,3.21
37,1.2,7.39,60,0.0,0.0,0.0,1.0,3.39
37,1.2,7.39,60,0.0,0.0,0.0,1.0,3.25
37,1.5,7.29,60,0.0,0.0,0.0,1.0,3.97
37,1.5,7.29,60,0.0,0.0,0.0,1.0,3.92
37,1.5,7.29,60,0.0,0.0,0.0,1.0,3.89
37,1.5,7.27,60,0.0,0.0,0.0,1.0,3.71
37,1.5,7.27,60,0.0,0.0,0.0,1.0,3.9
37,1.5,7.27,60,0.0,0.0,0.0,1.0,4.59
37,1.5,7.38,60,0.0,0.0,0.0,1.0,3.35
37,1.5,7.38,60,0.0,0.0,0.0,1.0,3.17
37,1.5,7.38,60,0.0,0.0,0.0,1.0,3.1
37,2.0,7.33,60,0.0,0.0,0.0,1.0,3.85
37,2.0,7.33,60,0.0,0.0,0.0,1.0,4.2
37,2.0,7.33,60,0.0,0.0,0.0,1.0,4.54
37,2.0,7.31,60,0.0,0.0,0.0,1.0,3.81
37,2.0,7.31,60,0.0,0.0,0.0,1.0,3.64
37,2.0,7.31,60,0.0,0.0,0.0,1.0,3.5
37,2.0,7.41,60,0.0,0.0,0.0,1.0,3.74
37,2.0,7.41,60,0.0,0.0,0.0,1.0,3.62
37,2.0,7.41,60,0.0,0.0,0.0,1.0,3.33
37,2.5,7.43,60,0.0,0.0,0.0,1.0,3.21
37,2.5,7.43,60,0.0,0.0,0.0,1.0,3.45
37,2.5,7.43,60,0.0,0.0,0.0,1.0,3.73
37,2.5,7.28,60,0.0,0.0,0.0,1.0,2.15
37,2.5,7.28,60,0.0,0.0,0.0,1.0,3.24
37,2.5,7.28,60,0.0,0.0,0.0,1.0,3.17
37,2.5,7.4,60,0.0,0.0,0.0,1.0,3.13
37,2.5,7.4,60,0.0,0.0,0.0,1.0,2.77
37,2.5,7.4,60,0.0,0.0,0.0,1.0,3.34
37,3.0,7.34,60,0.0,0.0,0.0,1.0,3.95
37,3.0,7.34,60,0.0,0.0,0.0,1.0,4.68
37,3.0,7.34,60,0.0,0.0,0.0,1.0,2.97
37,3.0,7.41,60,0.0,0.0,0.0,1.0,5.86
37,3.0,7.41,60,0.0,0.0,0.0,1.0,3.9
37,3.0,7.41,60,0.0,0.0,0.0,1.0,3.37
37,3.0,7.42,60,0.0,0.0,0.0,1.0,3.93
37,3.0,7.42,60,0.0,0.0,0.0,1.0,3.38
37,3.0,7.42,60,0.0,0.0,0.0,1.0,3.49
37,5.0,7.23,60,0.0,0.0,0.0,1.0,3.08
37,5.0,7.23,60,0.0,0.0,0.0,1.0,3.31
37,5.0,7.23,60,0.0,0.0,0.0,1.0,3.25
37,5.0,7.34,60,0.0,0.0,0.0,1.0,3.28
37,5.0,7.34,60,0.0,0.0,0.0,1.0,3.09
37,5.0,7.34,60,0.0,0.0,0.0,1.0,3.3
37,5.0,7.34,60,0.0,0.0,0.0,1.0,3.31
