Temperature,MgCl2_concentration,pH_f,Incubation_time,DNase_I_concentration,Rectangles,Rods,Spheres,Diffusion_Coefficient
37,10.0,7.4,15,0.0,0.0,1.0,0.0,1.97
37,10.0,7.4,15,0.0,0.0,1.0,0.0,1.81
37,10.0,7.4,15,0.0,0.0,1.0,0.0,1.93
37,10.0,7.4,30,0.0,0.0,1.0,0.0,2.21
37,10.0,7.4,30,0.0,0.0,1.0,0.0,2.21
37,10.0,7.4,30,0.0,0.0,1.0,0.0,2.22
37,10.0,7.4,45,0.0,0.0,1.0,0.0,0.889
37,10.0,7.4,45,0.0,0.0,1.0,0.0,0.983
37,10.0,7.4,45,0.0,0.0,1.0,0.0,1.03
37,10.0,7.4,60,0.0,0.0,1.0,0.0,2.34
37,10.0,7.4,60,0.0,0.0,1.0,0.0,2.48
37,10.0,7.4,60,0.0,0.0,1.0,0.0,2.48
37,10.0,7.4,75,0.0,0.0,1.0,0.0,1.6
37,10.0,7.4,75,0.0,0.0,1.0,0.0,1.57
37,10.0,7.4,75,0.0,0.0,1.0,0.0,1.84
37,10.0,7.4,90,0.0,0.0,1.0,0.0,2.97
37,10.0,7.4,90,0.0,0.0,1.0,0.0,3.0
37,10.0,7.4,90,0.0,0.0,1.0,0.0,3.27
37,10.0,7.4,105,0.0,0.0,1.0,0.0,1.71
37,10.0,7.4,105,0.0,0.0,1.0,0.0,1.73
37,10.0,7.4,105,0.0,0.0,1.0,0.0,1.93
37,10.0,7.4,120,0.0,0.0,1.0,0.0,2.42
37,10.0,7.4,120,0.0,0.0,1.0,0.0,2.61
37,10.0,7.4,120,0.0,0.0,1.0,0.0,2.51
37,10.0,7.4,135,0.0,0.0,1.0,0.0,2.01
37,10.0,7.4,135,0.0,0.0,1.0,0.0,2.13
37,10.0,7.4,135,0.0,0.0,1.0,0.0,2.04
37,10.0,7.4,150,0.0,0.0,1.0,0.0,1.72
37,10.0,7.4,150,0.0,0.0,1.0,0.0,1.65
37,10.0,7.4,150,0.0,0.0,1.0,0.0,1.63
37,10.0,7.4,165,0.0,0.0,1.0,0.0,2.41
37,10.0,7.4,165,0.0,0.0,1.0,0.0,2.32
37,10.0,7.4,165,0.0,0.0,1.0,0.0,2.35
37,10.0,7.4,180,0.0,0.0,1.0,0.0,3.04
37,10.0,7.4,180,0.0,0.0,1.0,0.0,3.4
37,10.0,7.4,180,0.0,0.0,1.0,0.0,3.4
37,10.0,7.4,195,0.0,0.0,1.0,0.0,2.4
37,10.0,7.4,195,0.0,0.0,1.0,0.0,2.73
37,10.0,7.4,195,0.0,0.0,1.0,0.0,2.81
37,10.0,7.4,210,0.0,0.0,1.0,0.0,2.74
37,10.0,7.4,210,0.0,0.0,1.0,0.0,2.48
37,10.0,7.4,210,0.0,0.0,1.0,0.0,2.43
37,10.0,7.4,225,0.0,0.0,1.0,0.0,1.45
37,10.0,7.4,225,0.0,0.0,1.0,0.0,1.32
37,10.0,7.4,225,0.0,0.0,1.0,0.0,1.57
37,10.0,7.4,240,0.0,0.0,1.0,0.0,2.5
37,10.0,7.4,240,0.0,0.0,1.0,0.0,2.38
37,10.0,7.4,240,0.0,0.0,1.0,0.0,2.31
37,10.0,7.4,255,0.0,0.0,1.0,0.0,2.36
37,10.0,7.4,255,0.0,0.0,1.0,0.0,2.46
37,10.0,7.4,255,0.0,0.0,1.0,0.0,2.42
37,10.0,7.4,270,0.0,0.0,1.0,0.0,1.85
37,10.0,7.4,270,0.0,0.0,1.0,0.0,1.38
37,10.0,7.4,270,0.0,0.0,1.0,0.0,1.83
25,10.0,7.4,60,0.0,0.0,1.0,0.0,2.49
25,10.0,7.4,60,0.0,0.0,1.0,0.0,2.06
25,10.0,7.4,60,0.0,0.0,1.0,0.0,2.17
33,10.0,7.4,60,0.0,0.0,1.0,0.0,1.64
33,10.0,7.4,60,0.0,0.0,1.0,0.0,1.51
33,10.0,7.4,60,0.0,0.0,1.0,0.0,1.87
45,10.0,7.4,60,0.0,0.0,1.0,0.0,2.78
45,10.0,7.4,60,0.0,0.0,1.0,0.0,2.59
45,10.0,7.4,60,0.0,0.0,1.0,0.0,2.61
20,10.0,7.4,60,0.0,0.0,1.0,0.0,0.742
20,10.0,7.4,60,0.0,0.0,1.0,0.0,0.751
20,10.0,7.4,60,0.0,0.0,1.0,0.0,0.708
35,10.0,7.4,60,0.0,0.0,1.0,0.0,0.931
35,10.0,7.4,60,0.0,0.0,1.0,0.0,0.867
35,10.0,7.4,60,0.0,0.0,1.0,0.0,1.11
40,10.0,7.4,60,0.0,0.0,1.0,0.0,2.79
40,10.0,7.4,60,0.0,0.0,1.0,0.0,2.84
40,10.0,7.4,60,0.0,0.0,1.0,0.0,2.77
27,10.0,7.4,60,0.0,0.0,1.0,0.0,2.05
27,10.0,7.4,60,0.0,0.0,1.0,0.0,2.3
27,10.0,7.4,60,0.0,0.0,1.0,0.0,2.41
30,10.0,7.4,60,0.0,0.0,1.0,0.0,1.46
30,10.0,7.4,60,0.0,0.0,1.0,0.0,1.46
30,10.0,7.4,60,0.0,0.0,1.0,0.0,1.4
23,10.0,7.4,60,0.0,0.0,1.0,0.0,2.16
23,10.0,7.4,60,0.0,0.0,1.0,0.0,2.12
23,10.0,7.4,60,0.0,0.0,1.0,0.0,2.43
43,10.0,7.4,60,0.0,0.0,1.0,0.0,2.41
43,10.0,7.4,60,0.0,0.0,1.0,0.0,2.4
43,10.0,7.4,60,0.0,0.0,1.0,0.0,2.49
70,10.0,7.4,60,0.0,0.0,1.0,0.0,1.33
70,10.0,7.4,60,0.0,0.0,1.0,0.0,1.36
70,10.0,7.4,60,0.0,0.0,1.0,0.0,1.61
37,0.18,7.4,60,0.0,0.0,1.0,0.0,3.2
37,0.18,7.4,60,0.0,0.0,1.0,0.0,3.02
37,0.18,7.4,60,0.0,0.0,1.0,0.0,2.96
37,0.2,7.4,60,0.0,0.0,1.0,0.0,4.39
37,0.2,7.4,60,0.0,0.0,1.0,0.0,3.46
37,0.2,7.4,60,0.0,0.0,1.0,0.0,4.05
37,0.4,7.4,60,0.0,0.0,1.0,0.0,3.14
37,0.4,7.4,60,0.0,0.0,1.0,0.0,3.24
37,0.4,7.4,60,0.0,0.0,1.0,0.0,3.49
37,0.6,7.4,60,0.0,0.0,1.0,0.0,3.44
37,0.6,7.4,60,0.0,0.0,1.0,0.0,3.41
37,0.6,7.4,60,0.0,0.0,1.0,0.0,3.6
37,0.8,7.4,60,0.0,0.0,1.0,0.0,4.44
37,0.8,7.4,60,0.0,0.0,1.0,0.0,4.76
37,0.8,7.4,60,0.0,0.0,1.0,0.0,4.69
37,1.0,7.4,60,0.0,0.0,1.0,0.0,3.37
37,1.0,7.4,60,0.0,0.0,1.0,0.0,3.15
37,1.0,7.4,60,0.0,0.0,1.0,0.0,3.67
37,1.2,7.4,60,0.0,0.0,1.0,0.0,3.13
37,1.2,7.4,60,0.0,0.0,1.0,0.0,2.98
37,1.2,7.4,60,0.0,0.0,1.0,0.0,3.03
37,1.4,7.4,60,0.0,0.0,1.0,0.0,3.44
37,1.4,7.4,60,0.0,0.0,1.0,0.0,3.58
37,1.4,7.4,60,0.0,0.0,1.0,0.0,3.35
37,1.6,7.4,60,0.0,0.0,1.0,0.0,4.56
37,1.6,7.4,60,0.0,0.0,1.0,0.0,4.05
37,1.6,7.4,60,0.0,0.0,1.0,0.0,4.0
37,1.8,7.4,60,0.0,0.0,1.0,0.0,4.94
37,1.8,7.4,60,0.0,0.0,1.0,0.0,4.69
37,1.8,7.4,60,0.0,0.0,1.0,0.0,4.85
37,2.0,7.4,60,0.0,0.0,1.0,0.0,4.03
37,2.0,7.4,60,0.0,0.0,1.0,0.0,3.97
37,2.0,7.4,60,0.0,0.0,1.0,0.0,3.85
37,2.2,7.4,60,0.0,0.0,1.0,0.0,3.1
37,2.2,7.4,60,0.0,0.0,1.0,0.0,3.01
37,2.2,7.4,60,0.0,0.0,1.0,0.0,3.07
37,2.4,7.4,60,0.0,0.0,1.0,0.0,3.45
37,2.4,7.4,60,0.0,0.0,1.0,0.0,3.56
37,2.4,7.4,60,0.0,0.0,1.0,0.0,3.78
37,2.6,7.4,60,0.0,0.0,1.0,0.0,3.42
37,2.6,7.4,60,0.0,0.0,1.0,0.0,3.76
37,2.6,7.4,60,0.0,0.0,1.0,0.0,3.51
37,2.8,7.4,60,0.0,0.0,1.0,0.0,4.38
37,2.8,7.4,60,0.0,0.0,1.0,0.0,3.93
37,2.8,7.4,60,0.0,0.0,1.0,0.0,4.18
37,3.0,7.4,60,0.0,0.0,1.0,0.0,3.99
37,3.0,7.4,60,0.0,0.0,1.0,0.0,3.95
37,3.0,7.4,60,0.0,0.0,1.0,0.0,3.81
37,5.0,7.4,60,0.0,0.0,1.0,0.0,3.31
37,5.0,7.4,60,0.0,0.0,1.0,0.0,3.27
37,5.0,7.4,60,0.0,0.0,1.0,0.0,3.27
37,7.5,7.4,60,0.0,0.0,1.0,0.0,3.32
37,7.5,7.4,60,0.0,0.0,1.0,0.0,3.21
37,7.5,7.4,60,0.0,0.0,1.0,0.0,3.22
37,10.0,7.4,60,0.0,0.0,1.0,0.0,1.19
37,10.0,7.4,60,0.0,0.0,1.0,0.0,1.38
37,10.0,7.4,60,0.0,0.0,1.0,0.0,1.24
20,2.8,7.4,60,0.0,0.0,1.0,0.0,2.31
20,2.8,7.4,60,0.0,0.0,1.0,0.0,2.21
20,2.8,7.4,60,0.0,0.0,1.0,0.0,2.67
30,2.8,7.4,60,0.0,0.0,1.0,0.0,2.71
30,2.8,7.4,60,0.0,0.0,1.0,0.0,3.66
30,2.8,7.4,60,0.0,0.0,1.0,0.0,3.7
37,2.8,7.4,60,0.0,0.0,1.0,0.0,2.63
37,2.8,7.4,60,0.0,0.0,1.0,0.0,2.47
37,2.8,7.4,60,0.0,0.0,1.0,0.0,2.67
45,2.8,7.4,60,0.0,0.0,1.0,0.0,3.44
45,2.8,7.4,60,0.0,0.0,1.0,0.0,3.27
45,2.8,7.4,60,0.0,0.0,1.0,0.0,3.33
25,2.8,7.4,60,0.0,0.0,1.0,0.0,2.74
25,2.8,7.4,60,0.0,0.0,1.0,0.0,2.67
25,2.8,7.4,60,0.0,0.0,1.0,0.0,2.81
27,2.8,7.4,60,0.0,0.0,1.0,0.0,2.56
27,2.8,7.4,60,0.0,0.0,1.0,0.0,2.53
27,2.8,7.4,60,0.0,0.0,1.0,0.0,2.63
35,2.8,7.4,60,0.0,0.0,1.0,0.0,3.71
35,2.8,7.4,60,0.0,0.0,1.0,0.0,3.78
35,2.8,7.4,60,0.0,0.0,1.0,0.0,3.64
40,2.8,7.4,60,0.0,0.0,1.0,0.0,3.85
40,2.8,7.4,60,0.0,0.0,1.0,0.0,3.51
40,2.8,7.4,60,0.0,0.0,1.0,0.0,3.28
4,2.8,7.4,60,0.0,0.0,1.0,0.0,2.34
4,2.8,7.4,60,0.0,0.0,1.0,0.0,2.34
4,2.8,7.4,60,0.0,0.0,1.0,0.0,2.35
23,2.8,7.4,60,0.0,0.0,1.0,0.0,2.49
23,2.8,7.4,60,0.0,0.0,1.0,0.0,1.8
23,2.8,7.4,60,0.0,0.0,1.0,0.0,2.53
33,2.8,7.4,60,0.0,0.0,1.0,0.0,2.49
33,2.8,7.4,60,0.0,0.0,1.0,0.0,2.72
33,2.8,7.4,60,0.0,0.0,1.0,0.0,2.52
43,2.8,7.4,60,0.0,0.0,1.0,0.0,2.33
43,2.8,7.4,60,0.0,0.0,1.0,0.0,1.87
43,2.8,7.4,60,0.0,0.0,1.0,0.0,2.07
50,2.8,7.4,60,0.0,0.0,1.0,0.0,2.75
50,2.8,7.4,60,0.0,0.0,1.0,0.0,2.82
50,2.8,7.4,60,0.0,0.0,1.0,0.0,2.83
60,2.8,7.4,60,0.0,0.0,1.0,0.0,3.07
60,2.8,7.4,60,0.0,0.0,1.0,0.0,2.95
60,2.8,7.4,60,0.0,0.0,1.0,0.0,3.28
70,2.8,7.4,60,0.0,0.0,1.0,0.0,3.03
70,2.8,7.4,60,0.0,0.0,1.0,0.0,3.36
70,2.8,7.4,60,0.0,0.0,1.0,0.0,3.18
25,10.0,7.4,60,0.0,0.0,0.0,1.0,5.87
25,10.0,7.4,60,0.0,0.0,0.0,1.0,5.88
25,10.0,7.4,60,0.0,0.0,0.0,1.0,5.76
25,10.0,7.4,60,0.0,0.0,0.0,1.0,5.14
25,10.0,7.4,60,0.0,0.0,0.0,1.0,4.94
25,10.0,7.4,60,0.0,0.0,0.0,1.0,5.41
25,10.0,7.4,60,0.0,0.0,0.0,1.0,5.52
25,10.0,7.4,60,0.0,0.0,0.0,1.0,5.54
25,10.0,7.4,60,0.0,0.0,0.0,1.0,5.67
25,10.0,7.4,60,0.0,0.0,0.0,1.0,4.61
25,10.0,7.4,60,0.0,0.0,0.0,1.0,5.57
25,10.0,7.4,60,0.0,0.0,0.0,1.0,5.74
25,10.0,7.4,60,0.0,0.0,0.0,1.0,5.72
70,10.0,7.4,60,0.0,0.0,0.0,1.0,2.74
70,10.0,7.4,60,0.0,0.0,0.0,1.0,2.19
70,10.0,7.4,60,0.0,0.0,0.0,1.0,2.21
70,10.0,7.4,60,0.0,0.0,0.0,1.0,4.29
70,10.0,7.4,60,0.0,0.0,0.0,1.0,3.46
70,10.0,7.4,60,0.0,0.0,0.0,1.0,3.26
50,10.0,7.4,60,0.0,0.0,0.0,1.0,3.63
50,10.0,7.4,60,0.0,0.0,0.0,1.0,3.66
50,10.0,7.4,60,0.0,0.0,0.0,1.0,4.13
50,10.0,7.4,60,0.0,0.0,0.0,1.0,3.75
50,10.0,7.4,60,0.0,0.0,0.0,1.0,3.05
50,10.0,7.4,60,0.0,0.0,0.0,1.0,3.68
40,10.0,7.4,60,0.0,0.0,0.0,1.0,6.72
40,10.0,7.4,60,0.0,0.0,0.0,1.0,6.24
40,10.0,7.4,60,0.0,0.0,0.0,1.0,6.35
40,10.0,7.4,60,0.0,0.0,0.0,1.0,6.23
40,10.0,7.4,60,0.0,0.0,0.0,1.0,6.22
40,10.0,7.4,60,0.0,0.0,0.0,1.0,5.46
37,10.0,7.4,60,0.0,0.0,0.0,1.0,6.27
37,10.0,7.4,60,0.0,0.0,0.0,1.0,5.68
37,10.0,7.4,60,0.0,0.0,0.0,1.0,5.35
37,10.0,7.4,60,0.0,0.0,0.0,1.0,5.59
37,10.0,7.4,60,0.0,0.0,0.0,1.0,5.34
30,10.0,7.4,60,0.0,0.0,0.0,1.0,6.24
30,10.0,7.4,60,0.0,0.0,0.0,1.0,6.22
30,10.0,7.4,60,0.0,0.0,0.0,1.0,5.85
30,10.0,7.4,60,0.0,0.0,0.0,1.0,5.79
30,10.0,7.4,60,0.0,0.0,0.0,1.0,6.01
30,10.0,7.4,60,0.0,0.0,0.0,1.0,6.58
30,10.0,7.4,60,0.0,0.0,0.0,1.0,6.6
30,10.0,7.4,60,0.0,0.0,0.0,1.0,6.77
30,10.0,7.4,60,0.0,0.0,0.0,1.0,5.96
30,10.0,7.4,60,0.0,0.0,0.0,1.0,5.3
30,10.0,7.4,60,0.0,0.0,0.0,1.0,5.34
30,10.0,7.4,60,0.0,0.0,0.0,1.0,5.29
37,10.0,7.4,60,0.0,0.0,0.0,1.0,5.1
37,10.0,7.4,60,0.0,0.0,0.0,1.0,5.74
37,10.0,7.4,60,0.0,0.0,0.0,1.0,5.36
37,10.0,7.4,60,0.0,0.0,0.0,1.0,5.95
37,10.0,7.4,60,0.0,0.0,0.0,1.0,5.67
37,10.0,7.4,60,0.0,0.0,0.0,1.0,5.97
40,10.0,7.4,60,0.0,0.0,0.0,1.0,6.22
40,10.0,7.4,60,0.0,0.0,0.0,1.0,6.3
40,10.0,7.4,60,0.0,0.0,0.0,1.0,6.74
40,10.0,7.4,60,0.0,0.0,0.0,1.0,4.95
40,10.0,7.4,60,0.0,0.0,0.0,1.0,5.0
50,10.0,7.4,60,0.0,0.0,0.0,1.0,5.29
50,10.0,7.4,60,0.0,0.0,0.0,1.0,4.9
50,10.0,7.4,60,0.0,0.0,0.0,1.0,5.05
50,10.0,7.4,60,0.0,0.0,0.0,1.0,4.08
50,10.0,7.4,60,0.0,0.0,0.0,1.0,4.03
50,10.0,7.4,60,0.0,0.0,0.0,1.0,4.1
37,10.0,7.4,60,0.0,0.0,0.0,1.0,6.07
37,10.0,7.4,60,0.0,0.0,0.0,1.0,5.98
37,10.0,7.4,60,0.0,0.0,0.0,1.0,5.88
37,10.0,7.4,120,0.0,0.0,0.0,1.0,5.57
37,10.0,7.4,120,0.0,0.0,0.0,1.0,5.98
37,10.0,7.4,120,0.0,0.0,0.0,1.0,6.21
37,10.0,7.4,180,0.0,0.0,0.0,1.0,4.27
37,10.0,7.4,180,0.0,0.0,0.0,1.0,4.37
37,10.0,7.4,180,0.0,0.0,0.0,1.0,4.45
37,10.0,7.4,240,0.0,0.0,0.0,1.0,5.32
37,10.0,7.4,240,0.0,0.0,0.0,1.0,5.44
37,10.0,7.4,240,0.0,0.0,0.0,1.0,5.46
37,10.0,7.4,300,0.0,0.0,0.0,1.0,7.0
37,10.0,7.4,300,0.0,0.0,0.0,1.0,6.95
37,10.0,7.4,300,0.0,0.0,0.0,1.0,6.77
37,10.0,7.4,360,0.0,0.0,0.0,1.0,5.66
37,10.0,7.4,360,0.0,0.0,0.0,1.0,5.6
37,10.0,7.4,360,0.0,0.0,0.0,1.0,5.45
80,10.0,7.4,60,0.0,0.0,0.0,1.0,5.51
80,10.0,7.4,60,0.0,0.0,0.0,1.0,5.17
80,10.0,7.4,60,0.0,0.0,0.0,1.0,5.32
80,10.0,7.4,60,0.0,0.0,0.0,1.0,4.84
80,10.0,7.4,60,0.0,0.0,0.0,1.0,5.01
60,10.0,7.4,60,0.0,0.0,0.0,1.0,4.95
